order_id,code,open_price,open_time,position,lot,value,open_fee,close_price,close_time,profit,fee,net_profit,equity,holding_period
000011,IF,3387.86118,2024-01-02 15:00:00,-1,1,1016358.3539999999,23.376242142,3385.3385,2024-01-03 09:30:00,756.804000000011,46.735077792,710.068922208011,1010448.34621759,18.5
000012,IF,3281.27184,2024-01-08 14:36:00,-1,1,984381.5519999999,22.640775696,3285.3285,2024-01-09 09:30:00,-1216.9980000000578,45.309542346,-1262.3075423460577,1009186.038675244,18.9
000013,IF,3278.8720799999996,2024-01-08 14:37:00,-1,1,983661.6239999998,22.624217351999995,3285.3285,2024-01-09 09:30:00,-1936.9260000001304,45.292984002,-1982.2189840021304,1007203.8196912418,18.883333333333333
000014,IF,3279.27204,2024-01-08 14:38:00,-1,1,983781.612,22.626977076,3285.3285,2024-01-09 09:30:00,-1816.9380000000729,45.295743726,-1862.2337437260728,1005341.5859475158,18.866666666666667
000015,IF,3277.07226,2024-01-08 14:39:00,-1,1,983121.678,22.611798594,3285.3285,2024-01-09 09:30:00,-2476.8720000000485,45.280565244,-2522.1525652440487,1002819.4333822718,18.85
000016,IF,3277.07226,2024-01-08 14:40:00,-1,1,983121.678,22.611798594,3285.3285,2024-01-09 09:30:00,-2476.8720000000485,45.280565244,-2522.1525652440487,1000297.2808170278,18.833333333333332
000017,IF,3277.6722,2024-01-08 14:41:00,-1,1,983301.66,22.61593818,3285.3285,2024-01-09 09:30:00,-2296.8900000000303,45.28470483,-2342.1747048300304,997955.1061121977,18.816666666666666
000018,IF,3277.87218,2024-01-08 14:42:00,-1,1,983361.654,22.617318042,3285.3285,2024-01-09 09:30:00,-2236.8960000000698,45.286084692,-2282.18208469207,995672.9240275057,18.8
000019,IF,3277.87218,2024-01-08 14:43:00,-1,1,983361.654,22.617318042,3285.3285,2024-01-09 09:30:00,-2236.8960000000698,45.286084692,-2282.18208469207,993390.7419428136,18.783333333333335
000020,IF,3279.27204,2024-01-08 14:44:00,-1,1,983781.612,22.626977076,3285.3285,2024-01-09 09:30:00,-1816.9380000000729,45.295743726,-1862.2337437260728,991528.5081990876,18.766666666666666
000021,IF,3278.07216,2024-01-08 14:45:00,-1,1,983421.648,22.618697904,3285.3285,2024-01-09 09:30:00,-2176.9019999999728,45.287464554,-2222.189464553973,989306.3187345336,18.75
000022,IF,3281.6718,2024-01-08 14:46:00,-1,1,984501.54,22.64353542,3285.3285,2024-01-09 09:30:00,-1097.0100000000002,45.31230207,-1142.3223020700002,988163.9964324636,18.733333333333334
000023,IF,3281.87178,2024-01-08 14:47:00,-1,1,984561.534,22.644915282,3285.3285,2024-01-09 09:30:00,-1037.0160000000396,45.313681932,-1082.3296819320396,987081.6667505316,18.716666666666665
000024,IF,3278.8720799999996,2024-01-08 14:48:00,-1,1,983661.6239999998,22.624217351999995,3285.3285,2024-01-09 09:30:00,-1936.9260000001304,45.292984002,-1982.2189840021304,985099.4477665295,18.7
000025,IF,3279.87198,2024-01-08 14:49:00,-1,1,983961.5939999999,22.631116661999997,3285.3285,2024-01-09 09:30:00,-1636.9560000000547,45.299883312,-1682.2558833120547,983417.1918832174,18.683333333333334
000026,IF,3281.47182,2024-01-08 14:50:00,-1,1,984441.5460000001,22.642155558000002,3285.3285,2024-01-09 09:30:00,-1157.0039999999608,45.31092220800001,-1202.3149222079608,982214.8769610095,18.666666666666668
000027,IF,3280.8718799999997,2024-01-08 14:51:00,-1,1,984261.5639999999,22.638015971999998,3285.3285,2024-01-09 09:30:00,-1336.9860000001154,45.306782622,-1382.2927826221153,980832.5841783873,18.65
000028,IF,3280.07196,2024-01-08 14:52:00,-1,1,984021.5880000001,22.632496524000004,3285.3285,2024-01-09 09:30:00,-1576.9619999999577,45.301263174000006,-1622.2632631739577,979210.3209152133,18.633333333333333
000029,IF,3281.27184,2024-01-08 14:53:00,-1,1,984381.5519999999,22.640775696,3285.3285,2024-01-09 09:30:00,-1216.9980000000578,45.309542346,-1262.3075423460577,977948.0133728673,18.616666666666667
000030,IF,3279.47202,2024-01-08 14:54:00,-1,1,983841.606,22.628356938,3285.3285,2024-01-09 09:30:00,-1756.9439999999759,45.297123588000005,-1802.2411235879758,976145.7722492793,18.6
000031,IF,3279.07206,2024-01-08 14:55:00,-1,1,983721.618,22.625597214,3285.3285,2024-01-09 09:30:00,-1876.9320000000334,45.294363864000005,-1922.2263638640334,974223.5458854153,18.583333333333332
000032,IF,3280.47192,2024-01-08 14:56:00,-1,1,984141.576,22.635256248,3285.3285,2024-01-09 09:30:00,-1456.9740000000365,45.304022898,-1502.2780228980364,972721.2678625173,18.566666666666666
000033,IF,3280.8718799999997,2024-01-08 14:57:00,-1,1,984261.5639999999,22.638015971999998,3285.3285,2024-01-09 09:30:00,-1336.9860000001154,45.306782622,-1382.2927826221153,971338.9750798951,18.55
000034,IF,3281.07186,2024-01-08 14:58:00,-1,1,984321.558,22.639395834,3285.3285,2024-01-09 09:30:00,-1276.9920000000184,45.308162484,-1322.3001624840183,970016.6749174111,18.533333333333335
000035,IF,3281.07186,2024-01-08 14:59:00,-1,1,984321.558,22.639395834,3285.3285,2024-01-09 09:30:00,-1276.9920000000184,45.308162484,-1322.3001624840183,968694.374754927,18.516666666666666
000036,IF,3279.27204,2024-01-08 15:00:00,-1,1,983781.612,22.626977076,3285.3285,2024-01-09 09:30:00,-1816.9380000000729,45.295743726,-1862.2337437260728,966832.141011201,18.5
000037,IF,3291.3291,2024-01-09 09:33:00,1,1,987398.73,22.71017079,3291.6708,2024-01-09 09:34:00,102.50999999998385,249.83545599,-147.32545599001617,966684.8155552109,0.016666666666666666
000038,IF,3291.5291199999997,2024-01-09 09:35:00,1,1,987458.7359999999,22.711550927999998,3283.87158,2024-01-09 09:36:00,-2297.2619999999097,249.29868994800003,-2546.56068994791,964138.254865263,0.016666666666666666
000039,IF,3290.92906,2024-01-09 09:37:00,1,1,987278.718,22.707410514,3294.4705200000003,2024-01-09 09:41:00,1062.438000000111,250.02587639400002,812.412123606111,964950.6669888691,0.06666666666666667
000040,IF,3291.72914,2024-01-09 09:38:00,1,1,987518.742,22.712931066,3294.4705200000003,2024-01-09 09:41:00,822.4140000001171,250.03139694600003,572.382603054117,965523.0495919232,0.05
000041,IF,3295.5295199999996,2024-01-09 09:39:00,1,1,988658.8559999999,22.739153688,3294.4705200000003,2024-01-09 09:41:00,-317.6999999997861,250.057619568,-567.7576195677862,964955.2919723555,0.03333333333333333
000042,IF,3293.12928,2024-01-09 09:40:00,1,1,987938.784,22.722592032,3294.4705200000003,2024-01-09 09:41:00,402.3720000000594,250.041057912,152.33094208805937,965107.6229144435,0.016666666666666666
000043,IF,3286.5286199999996,2024-01-09 09:45:00,1,1,985958.5859999999,22.677047478,3282.6717,2024-01-09 09:50:00,-1157.0759999999154,249.181394778,-1406.2573947779156,963701.3655196655,0.08333333333333333
000044,IF,3286.5286199999996,2024-01-09 09:46:00,1,1,985958.5859999999,22.677047478,3282.6717,2024-01-09 09:50:00,-1157.0759999999154,249.181394778,-1406.2573947779156,962295.1081248876,0.06666666666666667
000045,IF,3286.7286400000003,2024-01-09 09:47:00,1,1,986018.5920000001,22.678427616,3282.6717,2024-01-09 09:50:00,-1217.0820000001186,249.182774916,-1466.2647749161185,960828.8433499715,0.05
000046,IF,3288.12878,2024-01-09 09:48:00,1,1,986438.634,22.688088582,3282.6717,2024-01-09 09:50:00,-1637.1240000000398,249.192435882,-1886.31643588204,958942.5269140895,0.03333333333333333
000047,IF,3288.12878,2024-01-09 09:49:00,1,1,986438.634,22.688088582,3282.6717,2024-01-09 09:50:00,-1637.1240000000398,249.192435882,-1886.31643588204,957056.2104782074,0.016666666666666666
000048,IF,3281.72814,2024-01-09 09:51:00,1,1,984518.442,22.643924166,3280.6719,2024-01-09 09:56:00,-316.87200000010307,249.010285266,-565.882285266103,956490.3281929414,0.08333333333333333
000049,IF,3279.72794,2024-01-09 09:52:00,1,1,983918.3820000001,22.630122786,3280.6719,2024-01-09 09:56:00,283.18799999988187,248.99648388600002,34.191516113881846,956524.5197090553,0.06666666666666667
000050,IF,3281.1280800000004,2024-01-09 09:53:00,1,1,984338.4240000001,22.639783752000003,3280.6719,2024-01-09 09:56:00,-136.8540000001758,249.006144852,-385.86014485217584,956138.6595642031,0.05
000051,IF,3282.5282199999997,2024-01-09 09:54:00,1,1,984758.4659999999,22.649444717999998,3280.6719,2024-01-09 09:56:00,-556.8959999999606,249.015805818,-805.9118058179606,955332.7477583851,0.03333333333333333
000052,IF,3281.52812,2024-01-09 09:55:00,1,1,984458.436,22.642544028,3280.6719,2024-01-09 09:56:00,-256.86600000003637,249.008905128,-505.87490512803635,954826.8728532571,0.016666666666666666
000053,IF,3282.3282,2024-01-09 09:57:00,1,1,984698.46,22.64806458,3281.27184,2024-01-09 09:58:00,-316.9080000000122,249.05582153999998,-565.9638215400121,954260.9090317171,0.016666666666666666
000054,IF,3291.5291199999997,2024-01-09 10:00:00,1,1,987458.7359999999,22.711550927999998,3292.27074,2024-01-09 10:01:00,222.48600000007173,249.878231988,-27.392231987928284,954233.5167997292,0.016666666666666666
000055,IF,3293.3293,2024-01-09 10:02:00,1,1,987998.7899999999,22.72397217,3295.07046,2024-01-09 10:07:00,522.3480000000109,250.08383390999998,272.26416609001086,954505.7809658193,0.08333333333333333
000056,IF,3290.52902,2024-01-09 10:03:00,1,1,987158.706,22.704650238,3295.07046,2024-01-09 10:07:00,1362.4319999999898,250.06451197799998,1112.3674880219899,955618.1484538412,0.06666666666666667
000057,IF,3292.1291800000004,2024-01-09 10:04:00,1,1,987638.7540000001,22.715691342000003,3295.07046,2024-01-09 10:07:00,882.3839999998654,250.075553082,632.3084469178655,956250.4569007591,0.05
000058,IF,3293.5293199999996,2024-01-09 10:05:00,1,1,988058.7959999999,22.725352307999998,3295.07046,2024-01-09 10:07:00,462.3420000000806,250.08521404799998,212.25678595208063,956462.7136867113,0.03333333333333333
000059,IF,3294.3294,2024-01-09 10:06:00,1,1,988298.8200000001,22.73087286,3295.07046,2024-01-09 10:07:00,222.3179999999502,250.0907346,-27.7727346000498,956434.9409521113,0.016666666666666666
000060,IF,3302.13018,2024-01-09 10:19:00,1,1,990639.054,22.784698242,3300.8698799999997,2024-01-09 10:20:00,-378.0900000001111,250.544719962,-628.6347199621111,955806.3062321491,0.016666666666666666
000061,IF,3304.7304400000003,2024-01-09 10:21:00,1,1,991419.1320000001,22.802640036000003,3307.26924,2024-01-09 10:25:00,761.639999999943,251.00421759600002,510.63578240394304,956316.9420145531,0.06666666666666667
000062,IF,3303.3303,2024-01-09 10:22:00,1,1,990999.09,22.792979069999998,3307.26924,2024-01-09 10:25:00,1181.6820000000007,250.99455663,930.6874433700007,957247.6294579231,0.05
000063,IF,3304.13038,2024-01-09 10:23:00,1,1,991239.1140000001,22.798499622,3307.26924,2024-01-09 10:25:00,941.6580000000067,251.000077182,690.6579228180067,957938.2873807411,0.03333333333333333
000064,IF,3304.13038,2024-01-09 10:24:00,1,1,991239.1140000001,22.798499622,3307.26924,2024-01-09 10:25:00,941.6580000000067,251.000077182,690.6579228180067,958628.9453035591,0.016666666666666666
000065,IF,3301.73014,2024-01-09 10:31:00,1,1,990519.042,22.781937966,3299.67,2024-01-09 10:32:00,-618.042000000014,250.459167966,-868.501167966014,957760.444135593,0.016666666666666666
000066,IF,3305.73054,2024-01-09 10:34:00,1,1,991719.162,22.809540726,3302.0697600000003,2024-01-09 10:35:00,-1098.2339999999112,250.652354166,-1348.8863541659114,956411.557781427,0.016666666666666666
000067,IF,3223.47762,2024-01-17 14:53:00,-1,1,967043.2860000001,22.241995578,3222.72224,2024-01-17 15:00:00,226.61400000001777,244.609830138,-17.99583013798224,956393.5619512891,0.11666666666666667
000068,IF,3225.6774,2024-01-17 14:54:00,-1,1,967703.22,22.25717406,3222.72224,2024-01-17 15:00:00,886.5479999999934,244.62500862000002,641.9229913799934,957035.484942669,0.1
000069,IF,3224.8774799999997,2024-01-17 14:55:00,-1,1,967463.244,22.251654612,3222.72224,2024-01-17 15:00:00,646.5719999998782,244.61948917200002,401.9525108278782,957437.437453497,0.08333333333333333
000070,IF,3222.07776,2024-01-17 14:56:00,-1,1,966623.328,22.232336544,3222.72224,2024-01-17 15:00:00,-193.34399999997913,244.600171104,-437.9441711039791,956999.493282393,0.06666666666666667
000071,IF,3218.87808,2024-01-17 14:57:00,-1,1,965663.424,22.210258752,3222.72224,2024-01-17 15:00:00,-1153.2480000000305,244.57809331200002,-1397.8260933120305,955601.667189081,0.05
000072,IF,3213.8785799999996,2024-01-17 14:58:00,-1,1,964163.5739999999,22.175762201999998,3222.72224,2024-01-17 15:00:00,-2653.0980000001364,244.543596762,-2897.6415967621365,952704.0255923189,0.03333333333333333
000073,IF,3215.6784,2024-01-17 14:59:00,-1,1,964703.5199999999,22.188180959999997,3222.72224,2024-01-17 15:00:00,-2113.152000000082,244.55601552000002,-2357.708015520082,950346.3175767987,0.016666666666666666
000074,IF,3217.72174,2024-01-18 09:33:00,1,1,965316.522,22.202280006,3223.47762,2024-01-18 09:37:00,1726.7640000000483,244.62223578600003,1482.1417642140484,951828.4593410128,0.06666666666666667
000075,IF,3216.72164,2024-01-18 09:34:00,1,1,965016.4920000001,22.195379316,3223.47762,2024-01-18 09:37:00,2026.7939999999726,244.61533509600002,1782.1786649039725,953610.6380059167,0.05
000076,IF,3212.92126,2024-01-18 09:35:00,1,1,963876.378,22.169156694,3223.47762,2024-01-18 09:37:00,3166.908000000012,244.58911247400005,2922.318887526012,956532.9568934428,0.03333333333333333
000077,IF,3220.92206,2024-01-18 09:36:00,1,1,966276.618,22.224362214,3223.47762,2024-01-18 09:37:00,766.6680000000724,244.64431799400003,522.0236820060724,957054.9805754488,0.016666666666666666
000078,IF,3220.1219800000003,2024-01-18 09:39:00,1,1,966036.5940000002,22.218841662000003,3212.6787,2024-01-18 09:40:00,-2232.984000000124,243.89367196199998,-2476.877671962124,954578.1029034867,0.016666666666666666
000079,IF,3211.72114,2024-01-18 09:43:00,1,1,963516.3420000001,22.160875866,3211.6788,2024-01-18 09:44:00,-12.701999999990221,243.766713066,-256.4687130659902,954321.6341904207,0.016666666666666666
000080,IF,3211.72114,2024-01-18 09:45:00,1,1,963516.3420000001,22.160875866,3213.07866,2024-01-18 09:47:00,407.2560000000067,243.863303406,163.39269659400665,954485.0268870147,0.03333333333333333
000081,IF,3216.72164,2024-01-18 09:46:00,1,1,965016.4920000001,22.195379316,3213.07866,2024-01-18 09:47:00,-1092.8940000000239,243.897806856,-1336.7918068560239,953148.2350801587,0.016666666666666666
000082,IF,3211.3211,2024-01-18 09:48:00,1,1,963396.3300000001,22.15811559,3209.679,2024-01-18 09:50:00,-492.6300000000083,243.62596659000002,-736.2559665900083,952411.9791135687,0.03333333333333333
000083,IF,3215.52152,2024-01-18 09:49:00,1,1,964656.4559999999,22.187098487999997,3209.679,2024-01-18 09:50:00,-1752.7559999999085,243.65494948800003,-1996.4109494879085,950415.5681640807,0.016666666666666666
000084,IF,3191.28084,2024-01-18 11:30:00,-1,1,957384.252,22.019837796,3202.92026,2024-01-18 13:01:00,-3491.825999999992,243.021335736,-3734.8473357359917,946680.7208283447,1.5166666666666666
000085,IF,3182.08176,2024-01-18 13:57:00,-1,1,954624.528,21.956364144000002,3189.11888,2024-01-18 13:58:00,-2111.1359999999877,242.005566864,-2353.1415668639875,944327.5792614807,0.016666666666666666
000086,IF,3183.0816600000003,2024-01-18 13:59:00,-1,1,954924.4980000001,21.963263454000003,3208.9208599999997,2024-01-18 14:09:00,-7751.759999999831,243.378802794,-7995.138802793831,936332.4404586869,0.16666666666666666
000087,IF,3179.28204,2024-01-18 14:00:00,-1,1,953784.612,21.937046075999998,3208.9208599999997,2024-01-18 14:09:00,-8891.6459999999,243.35258541599998,-9134.9985854159,927197.441873271,0.15
000088,IF,3187.08126,2024-01-18 14:01:00,-1,1,956124.378,21.990860694000002,3208.9208599999997,2024-01-18 14:09:00,-6551.879999999937,243.40640003399997,-6795.286400033937,920402.155473237,0.13333333333333333
000089,IF,3186.6813,2024-01-18 14:02:00,-1,1,956004.39,21.98810097,3208.9208599999997,2024-01-18 14:09:00,-6671.8679999998585,243.40364031,-6915.271640309858,913486.8838329272,0.11666666666666667
000090,IF,3194.6805,2024-01-18 14:03:00,-1,1,958404.15,22.043295450000002,3208.9208599999997,2024-01-18 14:09:00,-4272.107999999935,243.45883478999997,-4515.566834789935,908971.3169981373,0.1
000091,IF,3192.0807600000003,2024-01-18 14:04:00,-1,1,957624.2280000001,22.025357244000002,3208.9208599999997,2024-01-18 14:09:00,-5052.0299999998315,243.44089658399997,-5295.470896583831,903675.8461015534,0.08333333333333333
000092,IF,3194.6805,2024-01-18 14:05:00,-1,1,958404.15,22.043295450000002,3208.9208599999997,2024-01-18 14:09:00,-4272.107999999935,243.45883478999997,-4515.566834789935,899160.2792667635,0.06666666666666667
000093,IF,3200.27994,2024-01-18 14:06:00,-1,1,960083.982,22.081931586,3208.9208599999997,2024-01-18 14:09:00,-2592.275999999947,243.49747092599998,-2835.773470925947,896324.5057958375,0.05
000094,IF,3200.27994,2024-01-18 14:07:00,-1,1,960083.982,22.081931586,3208.9208599999997,2024-01-18 14:09:00,-2592.275999999947,243.49747092599998,-2835.773470925947,893488.7323249115,0.03333333333333333
000095,IF,3202.4797200000003,2024-01-18 14:08:00,-1,1,960743.9160000001,22.097110068000003,3208.9208599999997,2024-01-18 14:09:00,-1932.341999999835,243.512649408,-2175.854649407835,891312.8776755037,0.016666666666666666
000096,IF,3206.4793200000004,2024-01-18 14:10:00,-1,1,961943.7960000001,22.124707308,3198.3198,2024-01-18 14:13:00,2447.856000000047,242.80877350800003,2205.0472264920472,893517.9249019958,0.05
000097,IF,3211.6788,2024-01-18 14:11:00,-1,1,963503.64,22.16058372,3198.3198,2024-01-18 14:13:00,4007.699999999977,242.84464992000002,3764.855350079977,897282.7802520758,0.03333333333333333
000098,IF,3206.27934,2024-01-18 14:12:00,-1,1,961883.802,22.123327446,3198.3198,2024-01-18 14:13:00,2387.86199999995,242.807393646,2145.05460635395,899427.8348584297,0.016666666666666666
000099,IF,3191.6808,2024-01-18 14:15:00,-1,1,957504.24,22.02259752,3200.72004,2024-01-18 14:16:00,-2711.772000000019,242.87228028000004,-2954.6442802800193,896473.1905781497,0.016666666666666666
000100,IF,3207.47922,2024-01-18 14:21:00,-1,1,962243.7660000001,22.131606618000003,3220.1219800000003,2024-01-18 14:29:00,-3792.828000000054,244.32002323800006,-4037.1480232380545,892436.0425549117,0.13333333333333333
000101,IF,3208.6791,2024-01-18 14:22:00,-1,1,962603.73,22.13988579,3220.1219800000003,2024-01-18 14:29:00,-3432.864000000154,244.32830241000005,-3677.1923024101543,888758.8502525016,0.11666666666666667
000102,IF,3214.6785,2024-01-18 14:23:00,-1,1,964403.55,22.181281650000003,3220.1219800000003,2024-01-18 14:29:00,-1633.044000000109,244.36969827000007,-1877.413698270109,886881.4365542314,0.1
000103,IF,3219.0780600000003,2024-01-18 14:24:00,-1,1,965723.4180000001,22.211638614,3220.1219800000003,2024-01-18 14:29:00,-313.1760000000213,244.40005523400006,-557.5760552340214,886323.8604989974,0.08333333333333333
000104,IF,3216.27834,2024-01-18 14:25:00,-1,1,964883.502,22.192320546,3220.1219800000003,2024-01-18 14:29:00,-1153.0920000001515,244.38073716600005,-1397.4727371661515,884926.3877618313,0.06666666666666667
000105,IF,3217.0782600000002,2024-01-18 14:26:00,-1,1,965123.4780000001,22.197839994000002,3220.1219800000003,2024-01-18 14:29:00,-913.1160000000364,244.38625661400005,-1157.5022566140365,883768.8855052172,0.05
000106,IF,3209.07906,2024-01-18 14:27:00,-1,1,962723.718,22.142645514,3220.1219800000003,2024-01-18 14:29:00,-3312.8760000000966,244.33106213400006,-3557.2070621340968,880211.6784430832,0.03333333333333333
000107,IF,3213.8785799999996,2024-01-18 14:28:00,-1,1,964163.5739999999,22.175762201999998,3220.1219800000003,2024-01-18 14:29:00,-1873.0200000002242,244.36417882200004,-2117.3841788222244,878094.2942642609,0.016666666666666666
000108,IF,3205.87938,2024-01-18 14:32:00,-1,1,961763.814,22.120567722,3206.52062,2024-01-18 14:33:00,-192.37199999997756,243.370490502,-435.74249050197756,877658.551773759,0.016666666666666666
000109,IF,3226.07736,2024-01-18 14:40:00,-1,1,967823.2080000001,22.259933784,3234.3234,2024-01-18 14:41:00,-2473.811999999998,245.428248384,-2719.2402483839983,874939.311525375,0.016666666666666666
000110,IF,3234.87648,2024-01-18 14:42:00,-1,1,970462.944,22.320647712,3259.7259400000003,2024-01-18 14:58:00,-7454.838000000109,247.24173757200003,-7702.0797375721095,867237.2317878029,0.26666666666666666
000111,IF,3236.6763,2024-01-18 14:43:00,-1,1,971002.89,22.333066470000002,3259.7259400000003,2024-01-18 14:58:00,-6914.892000000054,247.25415633000003,-7162.1461563300545,860075.0856314729,0.25
000112,IF,3229.87698,2024-01-18 14:44:00,-1,1,968963.094,22.286151162,3259.7259400000003,2024-01-18 14:58:00,-8954.688000000078,247.20724102200003,-9201.895241022077,850873.1903904508,0.23333333333333334
000113,IF,3236.6763,2024-01-18 14:45:00,-1,1,971002.89,22.333066470000002,3259.7259400000003,2024-01-18 14:58:00,-6914.892000000054,247.25415633000003,-7162.1461563300545,843711.0442341208,0.21666666666666667
000114,IF,3241.07586,2024-01-18 14:46:00,-1,1,972322.758,22.363423434,3259.7259400000003,2024-01-18 14:58:00,-5595.024000000103,247.28451329400002,-5842.308513294103,837868.7357208267,0.2
000115,IF,3241.47582,2024-01-18 14:47:00,-1,1,972442.746,22.366183158000002,3259.7259400000003,2024-01-18 14:58:00,-5475.0360000000455,247.28727301800004,-5722.323273018046,832146.4124478087,0.18333333333333332
000116,IF,3245.6754,2024-01-18 14:48:00,-1,1,973702.62,22.39516026,3259.7259400000003,2024-01-18 14:58:00,-4215.162000000055,247.31625012000003,-4462.478250120055,827683.9341976886,0.16666666666666666
000117,IF,3247.6752,2024-01-18 14:49:00,-1,1,974302.56,22.40895888,3259.7259400000003,2024-01-18 14:58:00,-3615.2220000000398,247.33004874000002,-3862.5520487400395,823821.3821489485,0.15
000118,IF,3253.07466,2024-01-18 14:50:00,-1,1,975922.398,22.446215154,3259.7259400000003,2024-01-18 14:58:00,-1995.3840000000127,247.367305014,-2242.751305014013,821578.6308439345,0.13333333333333333
000119,IF,3257.2742399999997,2024-01-18 14:51:00,-1,1,977182.2719999999,22.475192255999996,3259.7259400000003,2024-01-18 14:58:00,-735.5100000001585,247.396282116,-982.9062821161585,820595.7245618183,0.11666666666666667
000120,IF,3251.8747799999996,2024-01-18 14:52:00,-1,1,975562.4339999999,22.437935982,3259.7259400000003,2024-01-18 14:58:00,-2355.3480000001855,247.35902584200002,-2602.7070258421854,817993.0175359761,0.1
000121,IF,3251.07486,2024-01-18 14:53:00,-1,1,975322.4580000001,22.432416534,3259.7259400000003,2024-01-18 14:58:00,-2595.324000000028,247.35350639400002,-2842.6775063940277,815150.3400295821,0.08333333333333333
000122,IF,3253.47462,2024-01-18 14:54:00,-1,1,976042.3859999999,22.448974877999998,3259.7259400000003,2024-01-18 14:58:00,-1875.3960000000916,247.37006473800002,-2122.7660647380917,813027.5739648441,0.06666666666666667
000123,IF,3253.07466,2024-01-18 14:55:00,-1,1,975922.398,22.446215154,3259.7259400000003,2024-01-18 14:58:00,-1995.3840000000127,247.367305014,-2242.751305014013,810784.8226598301,0.05
000124,IF,3251.8747799999996,2024-01-18 14:56:00,-1,1,975562.4339999999,22.437935982,3259.7259400000003,2024-01-18 14:58:00,-2355.3480000001855,247.35902584200002,-2602.7070258421854,808182.1156339879,0.03333333333333333
000125,IF,3253.27464,2024-01-18 14:57:00,-1,1,975982.392,22.447595016,3259.7259400000003,2024-01-18 14:58:00,-1935.3900000000522,247.36868487600003,-2182.758684876052,805999.3569491119,0.016666666666666666
000126,IF,3249.675,2024-01-18 14:59:00,-1,1,974902.5,22.4227575,3232.7232400000003,2024-01-19 09:31:00,5085.527999999977,44.728547856000006,5040.799452143976,811040.1564012559,18.533333333333335
000127,IF,3248.87508,2024-01-18 15:00:00,-1,1,974662.524,22.417238052,3232.7232400000003,2024-01-19 09:31:00,4845.551999999861,44.723028408000005,4800.828971591861,815840.9853728478,18.516666666666666
000128,IF,3223.6776,2024-01-19 09:30:00,-1,1,967103.28,22.24337544,3232.7232400000003,2024-01-19 09:31:00,-2713.6920000000828,245.30127900000002,-2958.9932790000826,812881.9920938477,0.016666666666666666
000129,IF,3247.8751800000005,2024-01-19 11:08:00,-1,1,974362.5540000001,22.410338742000004,3248.9248600000005,2024-01-19 11:09:00,-314.9040000000241,246.58615408200006,-561.4901540820242,812320.5019397656,0.016666666666666666
000130,IF,3235.87638,2024-01-19 11:17:00,-1,1,970762.914,22.327547022,3236.1235800000004,2024-01-19 11:19:00,-74.16000000007443,245.62007404200006,-319.7800740420745,812000.7218657236,0.03333333333333333
000131,IF,3236.47632,2024-01-19 11:18:00,-1,1,970942.8960000001,22.331686608000002,3236.1235800000004,2024-01-19 11:19:00,105.82199999994373,245.62421362800006,-139.80221362805634,811860.9196520955,0.016666666666666666
000132,IF,3236.07636,2024-01-19 11:20:00,-1,1,970822.908,22.328926884,3233.92336,2024-01-19 11:23:00,645.9000000000742,245.469638724,400.4303612760742,812261.3500133716,0.05
000133,IF,3233.6766,2024-01-19 11:21:00,-1,1,970102.98,22.31236854,3233.92336,2024-01-19 11:23:00,-74.02799999999843,245.45308038,-319.4810803799984,811941.8689329915,0.03333333333333333
